12059.431641 870
12060.482422 870
12061.53418 870
12062.584961 870
12063.635742 870
12064.686523 870
12065.737305 870
12066.789062 870
12067.839844 820
12068.890625 820
12069.941406 820
12070.992188 820
12072.042969 820
12073.094727 820
12074.145508 820
12075.196289 726
12076.24707 726
12077.297852 726
12078.348633 726
12079.400391 726
12080.451172 726
12081.501953 726
12082.552734 726
12083.603516 736
12084.655273 736
12085.706055 736
12086.756836 736
12087.807617 736
12088.858398 736
12089.90918 736
12090.960938 645
12092.011719 645
12093.0625 645
12094.113281 645
12095.164062 645
12096.214844 645
12097.266602 645
12098.317383 630
12099.368164 630
12100.418945 630
12101.469727 630
12102.521484 630
12103.572266 630
12104.623047 630
12105.673828 630
12106.724609 623
12107.775391 623
12108.827148 623
12109.87793 623
12110.928711 623
12111.979492 623
12113.030273 623
12114.081055 610
12115.132812 610
12116.183594 610
12117.234375 610
12118.285156 610
12119.335938 610
12120.387695 610
12121.438477 610
12122.489258 619
12123.540039 619
12124.59082 619
12125.641602 619
12126.693359 619
12127.744141 619
12128.794922 619
12129.845703 676
12130.896484 676
12131.947266 676
12132.999023 676
12134.049805 676
12135.100586 676
12136.151367 676
12137.202148 726
12138.253906 726
12139.304688 726
12140.355469 726
12141.40625 726
12142.457031 726
12143.507812 726
12144.55957 726
12145.610352 880
12146.661133 880
12147.711914 880
12148.762695 880
12149.813477 880
12150.865234 880
12151.916016 880
12152.966797 776
12154.017578 776
12155.068359 776
12156.120117 776
12157.170898 776
12158.22168 776
12159.272461 776
12160.323242 776
12161.374023 707
12162.425781 707
12163.476562 707
12164.527344 707
12165.578125 707
12166.628906 707
12167.679688 707
12168.731445 638
12169.782227 638
12170.833008 638
12171.883789 638
12172.93457 638
12173.986328 638
12175.037109 638
12176.087891 624
12177.138672 624
12178.189453 624
12179.240234 624
12180.291992 624
12181.342773 624
12182.393555 624
12183.444336 624
12184.495117 598
12185.545898 598
12186.597656 598
12187.648438 598
12188.699219 598
12189.75 598
12190.800781 598
12191.852539 596
12192.90332 596
12193.954102 596
12195.004883 596
12196.055664 596
12197.106445 596
12198.158203 596
12199.208984 621
12200.259766 621
12201.310547 621
12202.361328 621
12203.412109 621
12204.463867 621
12205.514648 621
12206.56543 621
12207.616211 627
12208.666992 627
12209.71875 627
12210.769531 627
12211.820312 627
12212.871094 627
12213.921875 627
12214.972656 668
12216.024414 668
12217.075195 668
12218.125977 668
12219.176758 668
12220.227539 668
12221.27832 668
12222.330078 668
12223.380859 701
12224.431641 701
12225.482422 701
12226.533203 701
12227.584961 701
12228.635742 701
12229.686523 701
12230.737305 768
12231.788086 768
12232.838867 768
12233.890625 768
12234.941406 768
12235.992188 768
12237.042969 768
12238.09375 1154
12239.144531 1154
12240.196289 1154
12241.24707 1154
12242.297852 1154
12243.348633 1154
12244.399414 1154
12245.451172 1154
12246.501953 798
12247.552734 798
12248.603516 798
12249.654297 798
12250.705078 798
12251.756836 798
12252.807617 798
12253.858398 703
12254.90918 703
12255.959961 703
12257.011719 703
12258.0625 703
12259.113281 703
12260.164062 703
12261.214844 703
12262.265625 664
12263.317383 664
12264.368164 664
12265.418945 664
12266.469727 664
12267.520508 664
12268.571289 664
12269.623047 636
12270.673828 636
12271.724609 636
12272.775391 636
12273.826172 636
12274.87793 636
12275.928711 636
12276.979492 607
12278.030273 607
12279.081055 607
12280.131836 607
12281.183594 607
12282.234375 607
12283.285156 607
12284.335938 607
12285.386719 593
12286.4375 593
12287.489258 593
12288.540039 593
12289.59082 593
12290.641602 593
12291.692383 593
12292.744141 603
12293.794922 603
12294.845703 603
12295.896484 603
12296.947266 603
12297.998047 603
12299.049805 603
12300.100586 603
12301.151367 602
12302.202148 602
12303.25293 602
12304.303711 602
12305.355469 602
12306.40625 602
12307.457031 602
12308.507812 632
12309.558594 632
12310.610352 632
12311.661133 632
12312.711914 632
12313.762695 632
12314.813477 632
12315.864258 685
12316.916016 685
12317.966797 685
12319.017578 685
12320.068359 685
12321.119141 685
12322.169922 685
12323.22168 685
12324.272461 789
12325.323242 789
12326.374023 789
12327.424805 789
12328.476562 789
12329.527344 789
12330.578125 789
12331.628906 882
12332.679688 882
12333.730469 882
12334.782227 882
12335.833008 882
12336.883789 882
12337.93457 882
12338.985352 882
12340.036133 707
12341.087891 707
12342.138672 707
12343.189453 707
12344.240234 707
12345.291016 707
12346.342773 707
12347.393555 637
12348.444336 637
12349.495117 637
12350.545898 637
12351.59668 637
12352.648438 637
12353.699219 637
12354.75 608
12355.800781 608
12356.851562 608
12357.902344 608
12358.954102 608
12360.004883 608
12361.055664 608
12362.106445 608
12363.157227 597
12364.208984 597
12365.259766 597
12366.310547 597
12367.361328 597
12368.412109 597
12369.462891 597
12370.514648 602
12371.56543 602
12372.616211 602
12373.666992 602
12374.717773 602
12375.768555 602
12376.820312 602
12377.871094 612
12378.921875 612
12379.972656 612
12381.023438 612
12382.075195 612
12383.125977 612
12384.176758 612
12385.227539 612
12386.27832 637
12387.329102 637
12388.380859 637
12389.431641 637
12390.482422 637
12391.533203 637
12392.583984 637
12393.634766 678
12394.686523 678
12395.737305 678
12396.788086 678
12397.838867 678
12398.889648 678
12399.941406 678
12400.992188 678
12402.042969 714
12403.09375 714
12404.144531 714
12405.195312 714
12406.24707 714
12407.297852 714
12408.348633 714
12409.399414 789
12410.450195 789
12411.500977 789
12412.552734 789
12413.603516 789
12414.654297 789
12415.705078 789
12416.755859 1258
12417.807617 1258
