48.545925 218
48.596554 218
48.647179 219
48.697803 219
48.748428 219
48.799053 220
48.849678 220
48.900303 220
48.950928 221
49.001556 221
49.052181 222
49.102806 222
49.153431 223
49.204056 223
49.254681 223
49.305305 224
49.35593 224
49.406559 224
49.457184 225
49.507809 225
49.558434 226
49.609058 226
49.659683 226
49.710308 227
49.760933 227
49.811562 229
49.862186 229
49.912811 231
49.963436 233
50.014061 233
50.064686 235
50.115311 235
50.165936 237
50.21656 240
50.267189 240
50.317814 242
50.368439 246
50.419064 246
50.469688 251
50.520313 251
50.570938 254
50.621563 259
50.672192 259
50.722816 266
50.773441 266
50.824066 275
50.874691 282
50.925316 282
50.975941 291
51.026566 291
51.077194 299
51.127819 309
51.178444 309
51.229069 318
51.279694 318
51.330318 329
51.380943 340
51.431568 340
51.482197 354
51.532822 354
51.583447 368
51.634071 383
51.684696 383
51.735321 399
51.785946 413
51.836571 413
51.887199 431
51.937824 431
51.988449 451
52.039074 472
52.089699 472
52.140324 496
52.190948 496
52.241573 519
52.292202 545
52.342827 545
52.393452 571
52.444077 571
52.494701 600
52.545326 628
52.595951 628
52.646576 655
52.697201 655
52.747829 683
52.798454 710
52.849079 710
52.899704 744
52.950329 783
53.000954 783
53.051579 820
53.102203 820
53.152832 866
53.203457 927
53.254082 927
53.304707 1007
53.355331 1007
53.405956 1113
53.456581 1232
53.507206 1232
53.557835 1362
53.608459 1362
53.659084 1490
53.709709 1635
53.760334 1635
53.810959 1753
53.861584 1753
53.912209 1858
53.962837 1961
54.013462 1961
54.064087 1993
54.114712 1993
54.165337 2003
54.215961 1964
54.266586 1964
54.317211 1908
54.36784 1827
54.418465 1827
54.46909 1720
54.519714 1720
54.570339 1626
54.620964 1496
54.671589 1496
54.722214 1382
54.772842 1382
54.823467 1253
54.874092 1171
54.924717 1171
54.975342 1087
55.025967 1087
55.076591 1035
55.127216 980
55.177841 980
55.22847 941
55.279095 941
55.32972 899
55.380344 866
55.430969 866
55.481594 839
55.532219 804
55.582844 804
55.633472 781
55.684097 781
55.734722 746
55.785347 725
55.835972 725
55.886597 694
55.937222 694
55.987846 671
56.038475 643
56.0891 643
56.139725 622
56.19035 622
56.240974 597
56.291599 573
56.342224 573
56.392849 548
56.443478 548
56.494102 522
56.544727 498
56.595352 498
56.645977 473
56.696602 473
56.747227 455
56.797852 433
56.84848 433
56.899105 414
56.94973 397
57.000355 397
57.05098 381
57.101604 381
57.152229 363
57.202854 348
57.253483 348
57.304108 333
57.354733 333
57.405357 321
57.455982 308
57.506607 308
57.557232 297
57.607857 297
57.658485 287
57.70911 275
57.759735 275
57.81036 268
57.860985 268
57.91161 257
57.962234 248
58.012859 248
58.063484 241
58.114113 241
58.164738 235
58.215363 228
58.265987 228
58.316612 223
58.367237 215
58.417862 210
58.468487 207
